experiment_id,timestamp,action,step_id,step_name,short_text_viewed,long_text_viewed,single_pieces_viewed,assembly_viewed,video_viewed,mode
1,2025-03-27 14:18:13.761287,step_loaded,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:26.921808,navigate_next,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:26.927282,initial_suggestion,5.0,Withdraw Components for PIECE 3,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:27.039126,step_loaded,6.0,Assembly PIECE 3,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:35.247470,toggle_assembly_block,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:18:43.103613,navigate_next,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:18:43.108585,initial_suggestion,6.0,Assembly PIECE 3,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:43.233260,step_loaded,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:55.124315,navigate_next,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:55.129093,initial_suggestion,7.0,Withdraw Components for PIECE 4,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:55.253035,step_loaded,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:18:58.759451,toggle_assembly_block,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:03.680509,navigate_previous,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:03.909260,step_loaded,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:14.305089,navigate_next,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:14.309703,initial_suggestion,7.0,Withdraw Components for PIECE 4,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:14.431477,step_loaded,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:23.283275,navigate_next,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:23.289192,initial_suggestion,8.0,Assembly PIECE 4,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:23.396206,step_loaded,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:31.647847,navigate_next,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:31.652158,initial_suggestion,9.0,Withdraw Components for PIECE 5,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:31.775105,step_loaded,10.0,Assembly PIECE 5,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:36.281193,toggle_assembly_block,10.0,Assembly PIECE 5,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:42.085409,navigate_next,10.0,Assembly PIECE 5,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:42.092528,initial_suggestion,10.0,Assembly PIECE 5,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:42.188586,step_loaded,11.0,Assembly PIECE 6,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:49.396497,toggle_assembly_block,11.0,Assembly PIECE 6,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:58.974860,navigate_next,11.0,Assembly PIECE 6,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:19:58.980235,initial_suggestion,11.0,Assembly PIECE 6,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:19:59.100597,step_loaded,12.0,Withdraw Components for PIECE 7,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:06.992406,navigate_next,12.0,Withdraw Components for PIECE 7,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:06.998392,initial_suggestion,12.0,Withdraw Components for PIECE 7,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:07.107770,step_loaded,13.0,Assembly PIECE 7,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:09.128592,toggle_long_text_block,13.0,Assembly PIECE 7,0.0,1.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:13.420016,toggle_assembly_block,13.0,Assembly PIECE 7,0.0,1.0,0.0,1.0,0.0,Static
1,2025-03-27 14:20:26.570806,navigate_next,13.0,Assembly PIECE 7,0.0,1.0,0.0,1.0,0.0,Static
1,2025-03-27 14:20:26.577152,initial_suggestion,13.0,Assembly PIECE 7,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:26.676523,step_loaded,14.0,Withdraw Components for PIECE 8,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:39.231679,navigate_next,14.0,Withdraw Components for PIECE 8,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:39.236718,initial_suggestion,14.0,Withdraw Components for PIECE 8,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:39.332591,step_loaded,15.0,Assembly PIECE 8,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:42.594954,toggle_assembly_block,15.0,Assembly PIECE 8,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:20:53.657409,navigate_next,15.0,Assembly PIECE 8,0.0,0.0,0.0,1.0,0.0,Static
1,2025-03-27 14:20:53.663216,initial_suggestion,15.0,Assembly PIECE 8,1.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:20:53.844518,step_loaded,16.0,Final Control,0.0,0.0,0.0,0.0,0.0,Static
1,2025-03-27 14:21:01.778062,navigate_to_thankyou,16.0,Final Control,0.0,0.0,0.0,0.0,0.0,Static
2,2025-03-27 14:26:35.889414,start_experiment,,,,,,,,Dynamically Adaptive
2,2025-03-27 14:26:36.008304,step_loaded,1.0,Withdraw Components for PIECE 1,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:26:57.597952,toggle_single_pieces_block,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:27:19.801659,navigate_next,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:27:19.807559,initial_suggestion,1.0,Withdraw Components for PIECE 1,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:27:19.941431,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:27:37.941434,toggle_short_text_block,2.0,Assembly PIECE 1,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:17.602324,navigate_next,2.0,Assembly PIECE 1,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:17.606778,initial_suggestion,2.0,Assembly PIECE 1,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:17.732857,step_loaded,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:17.754724,computed_suggestion,3.0,Withdraw Components for PIECE 2,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:29.088872,toggle_short_text_block,3.0,Withdraw Components for PIECE 2,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:32.722514,navigate_next,3.0,Withdraw Components for PIECE 2,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:32.729002,initial_suggestion,3.0,Withdraw Components for PIECE 2,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:32.848600,step_loaded,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:32.855433,computed_suggestion,4.0,Assembly PIECE 2,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:28:45.630418,toggle_assembly_block,4.0,Assembly PIECE 2,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:04.272073,navigate_next,4.0,Assembly PIECE 2,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:04.278484,initial_suggestion,4.0,Assembly PIECE 2,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:04.435059,step_loaded,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:04.450098,computed_suggestion,5.0,Withdraw Components for PIECE 3,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:14.585120,navigate_next,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:14.591855,initial_suggestion,5.0,Withdraw Components for PIECE 3,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:14.699109,step_loaded,6.0,Assembly PIECE 3,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:14.709487,computed_suggestion,6.0,Assembly PIECE 3,1.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:18.709359,toggle_assembly_block,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:29.114886,navigate_next,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:29.120368,initial_suggestion,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:29.251511,step_loaded,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:29.269064,computed_suggestion,7.0,Withdraw Components for PIECE 4,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:38.959732,navigate_next,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:38.966756,initial_suggestion,7.0,Withdraw Components for PIECE 4,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:39.070966,step_loaded,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:39.089301,computed_suggestion,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:47.608004,navigate_next,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:47.614743,initial_suggestion,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:47.739990,step_loaded,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:47.765359,computed_suggestion,9.0,Withdraw Components for PIECE 5,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:52.501877,navigate_next,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:52.508735,initial_suggestion,9.0,Withdraw Components for PIECE 5,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:52.615017,step_loaded,10.0,Assembly PIECE 5,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:52.625732,computed_suggestion,10.0,Assembly PIECE 5,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:58.934939,navigate_next,10.0,Assembly PIECE 5,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:58.940532,initial_suggestion,10.0,Assembly PIECE 5,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:59.056527,step_loaded,11.0,Assembly PIECE 6,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:29:59.071015,computed_suggestion,11.0,Assembly PIECE 6,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:08.906877,navigate_next,11.0,Assembly PIECE 6,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:08.912787,initial_suggestion,11.0,Assembly PIECE 6,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:09.022412,step_loaded,12.0,Withdraw Components for PIECE 7,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:09.035262,computed_suggestion,12.0,Withdraw Components for PIECE 7,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:16.447471,navigate_next,12.0,Withdraw Components for PIECE 7,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:16.453573,initial_suggestion,12.0,Withdraw Components for PIECE 7,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:16.561477,step_loaded,13.0,Assembly PIECE 7,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:16.569567,computed_suggestion,13.0,Assembly PIECE 7,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:22.280272,toggle_video_block,13.0,Assembly PIECE 7,0.0,0.0,0.0,0.0,1.0,Dynamically Adaptive
2,2025-03-27 14:30:53.319032,navigate_next,13.0,Assembly PIECE 7,0.0,0.0,0.0,0.0,1.0,Dynamically Adaptive
2,2025-03-27 14:30:53.325364,initial_suggestion,13.0,Assembly PIECE 7,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:53.450008,step_loaded,14.0,Withdraw Components for PIECE 8,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:53.468463,computed_suggestion,14.0,Withdraw Components for PIECE 8,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:58.839164,navigate_next,14.0,Withdraw Components for PIECE 8,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:58.845147,initial_suggestion,14.0,Withdraw Components for PIECE 8,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:58.993397,step_loaded,15.0,Assembly PIECE 8,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:30:59.001193,computed_suggestion,15.0,Assembly PIECE 8,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:31:07.125170,toggle_video_block,15.0,Assembly PIECE 8,0.0,0.0,0.0,0.0,1.0,Dynamically Adaptive
2,2025-03-27 14:31:30.791265,navigate_next,15.0,Assembly PIECE 8,0.0,0.0,0.0,0.0,1.0,Dynamically Adaptive
2,2025-03-27 14:31:30.797885,initial_suggestion,15.0,Assembly PIECE 8,0.0,0.0,0.0,1.0,0.0,Dynamically Adaptive
2,2025-03-27 14:31:30.906497,step_loaded,16.0,Final Control,0.0,0.0,0.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:31:41.792300,toggle_single_pieces_block,16.0,Final Control,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
2,2025-03-27 14:31:54.771285,navigate_to_thankyou,16.0,Final Control,0.0,0.0,1.0,0.0,0.0,Dynamically Adaptive
3,2025-03-27 14:44:56.272319,start_experiment,,,,,,,,Rule-Based Adaptive
3,2025-03-27 14:44:56.390991,step_loaded,1.0,Withdraw Components for PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:45:30.712817,toggle_single_pieces_block,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:45:36.294091,navigate_next,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:45:36.299361,initial_suggestion,1.0,Withdraw Components for PIECE 1,1.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:45:36.403745,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:10.927506,navigate_previous,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:11.035481,step_loaded,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:17.507532,navigate_next,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:17.516459,initial_suggestion,1.0,Withdraw Components for PIECE 1,1.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:17.620380,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:21.051880,navigate_next,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:21.059879,initial_suggestion,2.0,Assembly PIECE 1,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:21.176101,step_loaded,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:29.215243,navigate_previous,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:29.362847,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:32.415442,navigate_previous,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:32.536525,step_loaded,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:46.545059,navigate_next,1.0,Withdraw Components for PIECE 1,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:46.554894,initial_suggestion,1.0,Withdraw Components for PIECE 1,1.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:46.676654,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:48.095511,navigate_next,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:48.105989,initial_suggestion,2.0,Assembly PIECE 1,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:46:48.219147,step_loaded,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:06.510355,navigate_next,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:06.519961,initial_suggestion,3.0,Withdraw Components for PIECE 2,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:06.665001,step_loaded,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:31.635864,navigate_next,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:31.644063,initial_suggestion,4.0,Assembly PIECE 2,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:31.755389,step_loaded,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:49.542541,navigate_previous,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:49.651032,step_loaded,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:50.785462,navigate_previous,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:50.893890,step_loaded,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:52.393604,navigate_previous,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:47:52.497324,step_loaded,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:15.343805,toggle_long_text_block,2.0,Assembly PIECE 1,0.0,1.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:20.357434,navigate_next,2.0,Assembly PIECE 1,0.0,1.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:20.364198,initial_suggestion,2.0,Assembly PIECE 1,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:20.485889,step_loaded,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:24.050043,navigate_next,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:24.060632,initial_suggestion,3.0,Withdraw Components for PIECE 2,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:24.174379,step_loaded,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:35.003821,navigate_next,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:35.014409,initial_suggestion,4.0,Assembly PIECE 2,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:35.117009,step_loaded,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:41.806773,toggle_short_text_block,5.0,Withdraw Components for PIECE 3,1.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:51.080442,navigate_next,5.0,Withdraw Components for PIECE 3,1.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:51.090335,initial_suggestion,5.0,Withdraw Components for PIECE 3,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:48:51.194883,step_loaded,6.0,Assembly PIECE 3,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:06.946185,navigate_next,6.0,Assembly PIECE 3,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:06.956272,initial_suggestion,6.0,Assembly PIECE 3,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:07.143622,step_loaded,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:21.702323,navigate_next,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:21.714035,initial_suggestion,7.0,Withdraw Components for PIECE 4,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:21.832658,step_loaded,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:34.772339,navigate_next,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:34.787150,initial_suggestion,8.0,Assembly PIECE 4,0.0,0.0,0.0,1.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:34.876727,step_loaded,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:41.651215,navigate_next,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:41.662419,initial_suggestion,9.0,Withdraw Components for PIECE 5,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:41.807671,step_loaded,10.0,Assembly PIECE 5,0.0,0.0,0.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:49.372904,toggle_single_pieces_block,10.0,Assembly PIECE 5,0.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:49:54.399046,toggle_short_text_block,10.0,Assembly PIECE 5,1.0,0.0,1.0,0.0,0.0,Rule-Based Adaptive
3,2025-03-27 14:50:08.823862,toggle_video_block,10.0,Assembly PIECE 5,1.0,0.0,1.0,0.0,1.0,Rule-Based Adaptive
3,2025-03-27 14:50:35.103938,navigate_next,10.0,Assembly PIECE 5,1.0,0.0,1.0,0.0,1.0,Rule-Based Adaptive
